,reviews.rating,reviews.text,reviews.length,detected_language,translated_text
257,5.0,Strand und Promenade direkt vor der Tr. Wir haben die 5 Tage richtig genossen. Ein besonderes Highlight war unsere Suite. Wir hatten richtig viel Platz fr die Kinder und konnten sogar im Garten im Strandkorb sitzen.,215,"('de', 1)",Beach and promenade in front of the door. We really enjoyed the 5 days. A special highlight was our suite. We had a lot of space for the children and could even sit in the beach chair in the garden.
258,5.0,bernachtung fr einen Tag. Kostenloses Zimmer Upgrade von Standard Doppelzimmer auf Junior Suite . Sehr netter Empfang an der Rezeption . Sehr gute Zimmerausstattung mit riesiger Terrasse . Direkte Lage am Strand . Zahlreiche Restaurants im Hotel. Schne liebevoll eingerichtete Bar im Erdgeschoss . Ein tolles Hotel .,316,"('de', 1)",overnight stay for one day. Free room upgrade from standard double room to junior suite. Very nice reception at the reception. Very good room facilities with a huge terrace. Direct location on the beach. Numerous restaurants in the hotel. Beautifully decorated bar on the ground floor. A great hotel.
259,4.0,"Wir haben uns gefreut, ein Hotel gefunden zu haben, das einen angenehmen persnlichen Charakter trgt. Sehr guter Service, freundliche und kompetente Kommunikation, wohlige Atmosphre. Wir kommen sehr gerne wieder.",211,"('de', 1)","We were happy to have found a hotel with a pleasant personal character. Very good service, friendly and competent communication, cozy atmosphere. We would like to come again."
260,4.0,"EIGENTLICH WAREN WIR WIRKLICH ZUFRIEDEN MIT DEM HOTEL, WIR HATTEN EIN DE LUXE DOPPELZIMMER MIT FRHSTCK UND KOSTENLOSEM W-LAN ZUGANG FR 4 NCHTE GEBUCHT.LEIDER WAR DAS W-LAN ( IMMERHIN 12,00 EURO / TAG ) WHREND UNSERES AUFENTHALTES DEFEKT UND EINE KLEINE ENTSCHDIGUNG GAB ES DAFR AUCH NICHT. :-(",293,"('de', 1)","WE WERE REALLY SATISFIED WITH THE HOTEL, WE HAD A DE LUXE DOUBLE ROOM WITH BREAKFAST AND FREE WIFI ACCESS BOOKED FOR 4 NIGHTS THERE WAS NO COMPENSATION ALSO. :-("
261,5.0,"Wir verbrachten eine Woche in Khlungsborn und fhlten uns sicher und gut versorgt. Das Hotel ist ideal gelegen zwischen Khlungsborn-Ost und -West, gleichwohl ist alles Wichtige (vor allem der Strand) fulufig in ca. 1-5 Minuten zu erreichen.",239,"('de', 1)","We spent a week in Khlungsborn and felt safe and well looked after. The hotel is ideally located between Khlungsborn-Ost and -West, but everything important (especially the beach) can be reached in about 1-5 minutes."
262,5.0,"Es war sehr schn, wir planen wieder dort hin zu fahren. Der erste Blick morgens war zum Meer. Das Personal war sehr nett und hilfsbereit. Zimmer waren sehr sauber, man hat sich dort gleich wie zu Hause gefhlt.",209,"('de', 1)","It was very nice, we plan to go there again. The first look in the morning was to the sea. The personnel was very friendly and helpful. Rooms were very clean, you felt right at home there."
263,3.0,"Kurzurlaub an der Ostsee einfach zum ausspannen, spazieren gehen und die in der Nhe liegenden Stdte besuchen, Wellness genieen",126,"('de', 1)","Short vacation on the Baltic Sea just to relax, go for a walk and visit the nearby cities, enjoy wellness"
264,4.0,"Es war ein toller Aufenthalt, ein schnes Zimmer und ein toller Spa-Bereich mit einer fantastischen Masseurin. Nur das Abendbuffet im Seaside lie zu wnschen brig.",161,"('de', 1)","It was a great stay, a nice room and a great spa area with a fantastic masseuse. Only the evening buffet in the seaside left a lot to be desired."
265,4.0,"Der Gast findet ein sehr schnes Hotel im gehobenen Niveau vor , was allerdings Renovierungsbedarf und Schwachpunkte in der Sauberkeit haben. Ansonsten ist es einen Aufenthalt wert , schon gar wegen der Kche in der Orangerie...",226,"('de', 1)","The guest finds a very nice hotel in the upper level, which, however, needs renovation and weaknesses in cleanliness. Otherwise it is worth a stay, especially because of the kitchen in the orangery ..."
266,4.0,Das Hotel liegt sehr Zentral ist recht schnell zu Fu am Wasser oder zu dem verschiedenenen Lokalitteten Ein Toller Tip ist das Ostseebrauhaus und der Yachthafen,160,"('de', 1)",The hotel is very centrally located is a quick walk to the water or to the various restaurants. A great tip is the Baltic Sea brewery and the marina
267,3.0,"Empfang und Zimmer sehr angenehm freundliches und zuvorkommendes Personal , sehr gutes Frhstck . Der Aufenthalt im Wellne Bereich ist zu empfehlen. Gut ausgebildetes Personal .",176,"('de', 1)","Reception and room very pleasantly friendly and courteous staff, very good breakfast. A stay in the wellness area is recommended. Well trained staff."
268,5.0,"Das Doppelzimmer Deluxe hlt, was es verspricht. Alles sehr stilvoll eingerichtet. Wir haben uns auerordentlich wohl gefhlt. Sehr grozgig. Auch das Badezimmer ist sehr gro, sogar mit Doppelwaschbecken.",200,"('de', 1)","The double room deluxe does what it says on the tin. Everything very stylishly decorated. We felt extremely comfortable. Very generous. The bathroom is also very large, even with a double sink."
269,2.0,Das Zimmer 149 liegt direkt neben einem Abluftrohr einer Klimaanlage die den ganzen Tag sehr laut lief. Die Zimmer wurde nur gesaugt nicht einmal gewischt. Morgens war zu wenig Personal fr die Bewirtung im Frstcksraum.,218,"('de', 1)","The room 149 is right next to an exhaust pipe of an air conditioning system that ran very loud all day. The room was just vacuumed, not even wiped. In the morning there was too little staff for the catering in the breakfast room."
270,4.0,"Das 4JahresZeiten ist ein strandnahes, aber ruhig gelegenes Hotel. Das Hotel hat trotz seiner Gre einen eher familiren Charakter und ist dadurch sehr angenehm. Der im Kellergescho gelegene Wellness- und Spa-Bereich bietet ausreichend Mglichkeiten zu relaxen und sich etwas Gutes zu gnnen.",288,"('de', 1)","The 4YearsTime is a hotel near the beach but in a quiet location. Despite its size, the hotel has a rather family character and is therefore very pleasant. The wellness and spa area in the basement offers enough opportunities to relax and indulge in something good."
271,5.0,I have written about The Point previously but wanted to validate another fantastic time here. We celebrated our 20th anniversary at The Point this past week. GM Cameron Karger and team outdid themselves again and again and again. We will be back again and again and again.,272,"('en', 1)",I have written about The Point previously but wanted to validate another fantastic time here. We celebrated our 20th anniversary at The Point this past week. GM Cameron Karger and team outdid themselves again and again and again. We will be back again and again and again.
272,5.0,"An experience for life. Just do it! Staff did their utmost to make our stay perfect, and perfect it was. Location is absolutely beautiful and secluded. Rooms and entire estate is very charming. Especially enjoyed taking the boats out on the lake. Hope to return some time in the future.",286,"('en', 1)","An experience for life. Just do it! Staff did their utmost to make our stay perfect, and perfect it was. Location is absolutely beautiful and secluded. Rooms and entire estate is very charming. Especially enjoyed taking the boats out on the lake. Hope to return some time in the future."
273,2.0,"We were picked up from the airport in a car which was not vacuum cleaned for a long time. That might sound like a small thing, but it is symbolic for the rest of our experience. Just not good enough anymore, except the bill. Running a place like this is like being married to a Harvard educated supermodel. It's high... More",324,"('en', 1)","We were picked up from the airport in a car which was not vacuum cleaned for a long time. That might sound like a small thing, but it is symbolic for the rest of our experience. Just not good enough anymore, except the bill. Running a place like this is like being married to a Harvard educated supermodel. It's high... More"
274,5.0,"On the shore of Lake Saranac, this is a very luxurious and peaceful place to stay. The food was high quality, and the service was perfect. Nothing is too much trouble. Lunch can be wherever you want it - a picnic on a small island, on the deck, in your room..... Breakfast is when and where you want it. Black... More",317,"('en', 1)","On the shore of Lake Saranac, this is a very luxurious and peaceful place to stay. The food was high quality, and the service was perfect. Nothing is too much trouble. Lunch can be wherever you want it - a picnic on a small island, on the deck, in your room..... Breakfast is when and where you want it. Black... More"
275,5.0,"From the minute you arrive until the minute you sadly have to leave The Point, you are treated as if your person needs and desires are the only thing that matter. The staff and service here are incomparable to most any place else you will ever stay. The setting is glorious, with great views of the lake and woods, and... More",326,"('en', 1)","From the minute you arrive until the minute you sadly have to leave The Point, you are treated as if your person needs and desires are the only thing that matter. The staff and service here are incomparable to most any place else you will ever stay. The setting is glorious, with great views of the lake and woods, and... More"
276,5.0,"My review is long overdue but I tell so many people about this place that I felt I should add it to TripAdvisor. We visited The Point in October 2014 - and it was simply amazing - every single aspect of the visit was pure perfection! I am an Adirondack resident and absolutely loved the dcor, the setting, the boats,... More",324,"('en', 1)","My review is long overdue but I tell so many people about this place that I felt I should add it to TripAdvisor. We visited The Point in October 2014 - and it was simply amazing - every single aspect of the visit was pure perfection! I am an Adirondack resident and absolutely loved the dcor, the setting, the boats,... More"
277,5.0,"The point is possibly one of our favorite restaurants . With our children all over the age of 21 it's fun to go Out and enjoy a great meal snd casual drinks eith our children. I have never have been dissspinted with any thing I have ordered there to eat, and the orange crushes are amazing .",291,"('en', 1)","The point is possibly one of our favorite restaurants . With our children all over the age of 21 it's fun to go Out and enjoy a great meal snd casual drinks eith our children. I have never have been dissspinted with any thing I have ordered there to eat, and the orange crushes are amazing ."
278,5.0,The Point exceeds perfection. From the moment you arrive be prepared to indulge. The grounds and accommodations are very charming and comfy. Besides all the dead animals on the walls. I'm a city girl and that took me a bit to get used to and settle into this mountainous element. It's a 5 star sleep away camp for adults. The... More,333,"('en', 1)",The Point exceeds perfection. From the moment you arrive be prepared to indulge. The grounds and accommodations are very charming and comfy. Besides all the dead animals on the walls. I'm a city girl and that took me a bit to get used to and settle into this mountainous element. It's a 5 star sleep away camp for adults. The... More
279,5.0,"After having stayed at The Point for five days back in June of 2011, my wife and I elected to re-visit this wonderful Slice of Heaven on Earth, this time for two weeks for the Autumn colors. Wed just hosted our daughters wedding two weeks prior, and I felt that an indulgent get-away was just what the Mother of the... More",323,"('en', 1)","After having stayed at The Point for five days back in June of 2011, my wife and I elected to re-visit this wonderful Slice of Heaven on Earth, this time for two weeks for the Autumn colors. Wed just hosted our daughters wedding two weeks prior, and I felt that an indulgent get-away was just what the Mother of the... More"
280,5.0,That is the name on one of their boats. And the essence of their philosophy. They have gotten the point and do everything right. From the warmest and crunchiest breakfast croissant to a lit fireplace and hot tea in the cabin to greet you after your hike.And every single person will do their outmost to keep you happy. Oh how... More,333,"('en', 1)",That is the name on one of their boats. And the essence of their philosophy. They have gotten the point and do everything right. From the warmest and crunchiest breakfast croissant to a lit fireplace and hot tea in the cabin to greet you after your hike.And every single person will do their outmost to keep you happy. Oh how... More
281,5.0,I was lucky enough to spend 2 nights at The Point last year in February after dreaming about this place for quite some time. It was a week end with my cousin visiting me in New York and we drove there on a cold snowy day. As soon as we arrived we were in another world. The snow storm had... More,296,"('en', 1)",I was lucky enough to spend 2 nights at The Point last year in February after dreaming about this place for quite some time. It was a week end with my cousin visiting me in New York and we drove there on a cold snowy day. As soon as we arrived we were in another world. The snow storm had... More
282,5.0,"We visited The Point two years ago, and decided to return for our 25th Wedding Anniversary. I was a little apprehensive - so often when you loved somewhere first time the return is a disappointment and we had such an amazing time - would this visit be as good We arrived by car to be greeted warmly by staff including... More",325,"('en', 1)","We visited The Point two years ago, and decided to return for our 25th Wedding Anniversary. I was a little apprehensive - so often when you loved somewhere first time the return is a disappointment and we had such an amazing time - would this visit be as good We arrived by car to be greeted warmly by staff including... More"
283,5.0,"The only place i'll stay in Houston. Fantastic service, incredibly friendly staff, great food and the best fitness options in the entire city. The rooms are a bit small and bathrooms are not luxurious by today's standards, but they are more than adequate and everything else about the place more than makes up for any shortcomings in that department.",350,"('en', 1)","The only place i'll stay in Houston. Fantastic service, incredibly friendly staff, great food and the best fitness options in the entire city. The rooms are a bit small and bathrooms are not luxurious by today's standards, but they are more than adequate and everything else about the place more than makes up for any shortcomings in that department."
284,5.0,Loved everything about the Houstoinan from the very attentive car valets to the door greeter. My only complaint concerns the bed pillows. Unfortunately they were very thin flimsy! Loved the pool area gym too!,208,"('en', 1)",Loved everything about the Houstoinan from the very attentive car valets to the door greeter. My only complaint concerns the bed pillows. Unfortunately they were very thin flimsy! Loved the pool area gym too!
285,4.0,Met up with our daughter and had a great time in Houston. The hotel was easy to find and was quite lovely--especially the spa!! Would highly recommend taking time to use the Trellis Spa while in Houston.,203,"('en', 1)",Met up with our daughter and had a great time in Houston. The hotel was easy to find and was quite lovely--especially the spa!! Would highly recommend taking time to use the Trellis Spa while in Houston.
286,5.0,Everyone at the hotel made our stay so amazing. We were there in time to see the harvest decorations being put away and the magnificent Christmas decor being put up. They all did an amazing job. It is definitely more for couples and grown ups. It would feel too stuffy for children,281,"('en', 1)",Everyone at the hotel made our stay so amazing. We were there in time to see the harvest decorations being put away and the magnificent Christmas decor being put up. They all did an amazing job. It is definitely more for couples and grown ups. It would feel too stuffy for children
287,5.0,We have been staying at the Houstonian hotel for 20 years now and it's never let us down!!! When the staff calls us by our names year after year.... What does that tell u about the hotel management,197,"('en', 1)",We have been staying at the Houstonian hotel for 20 years now and it's never let us down!!! When the staff calls us by our names year after year.... What does that tell u about the hotel management
288,5.0,Hotel was awesome. Service was beyond anything I've gotten before. Room service and food was EXCELLENT.,103,"('en', 1)",Hotel was awesome. Service was beyond anything I've gotten before. Room service and food was EXCELLENT.
289,5.0,"Hotel and hotel staff are amazing, 5 stars. Family pool was awful, our neighborhood pool is 100x's cleaner, better service personnel and life guards that enjoy their job. Great get away for couples or business, leave family at home.",232,"('en', 1)","Hotel and hotel staff are amazing, 5 stars. Family pool was awful, our neighborhood pool is 100x's cleaner, better service personnel and life guards that enjoy their job. Great get away for couples or business, leave family at home."
290,5.0,"We live on the other side of Houston and felt that our stay at the Houstonian was a wonderful getaway. It really felt like we were on holiday. We loved the comfort, the view of the woods and the tranquility of the place.",220,"('en', 1)","We live on the other side of Houston and felt that our stay at the Houstonian was a wonderful getaway. It really felt like we were on holiday. We loved the comfort, the view of the woods and the tranquility of the place."
291,5.0,"Great stay as always. Superior accommodations, food, fitness classes(31/day)with excellent instructors, grounds, swimming pools. The best in Houston by far.",156,"('en', 1)","Great stay as always. Superior accommodations, food, fitness classes(31/day)with excellent instructors, grounds, swimming pools. The best in Houston by far."
292,5.0,The most relaxing beautiful hotel in Houston. Service is exceptional and staff is excellent. Spa is the best inTexas....,120,"('en', 1)",The most relaxing beautiful hotel in Houston. Service is exceptional and staff is excellent. Spa is the best inTexas....
293,4.0,"The hotel was nice but is very outdated. The bathroom for a family for very, very small. We had a deluxe king room which is good for 4 people but the bathroom was the size fit for a standard room for 2 people.",209,"('en', 1)","The hotel was nice but is very outdated. The bathroom for a family for very, very small. We had a deluxe king room which is good for 4 people but the bathroom was the size fit for a standard room for 2 people."
294,5.0,Wonderful stay! Great couples retreat. Make sure you stay a couple of days to take advantage of all of the amenities including the Trellis Spa. Will definitely be back for our anniversary. Staff is superb and don't forget to eat at the restaurant downstairs Olivette.,267,"('en', 1)",Wonderful stay! Great couples retreat. Make sure you stay a couple of days to take advantage of all of the amenities including the Trellis Spa. Will definitely be back for our anniversary. Staff is superb and don't forget to eat at the restaurant downstairs Olivette.
295,5.0,"We always have a pleasant stay at the Houstonian, love the atmosphere, the rooms are also dark in the morning due to the lush greenery so we are able to get a good nights rest. We were celebrating our triplet grandchildren's 6th Birthday (their favorite hotel) and they were surprised by the hotel with a plate of fresh cookies and milk! Thank you Houstonian!",359,"('en', 1)","We always have a pleasant stay at the Houstonian, love the atmosphere, the rooms are also dark in the morning due to the lush greenery so we are able to get a good nights rest. We were celebrating our triplet grandchildren's 6th Birthday (their favorite hotel) and they were surprised by the hotel with a plate of fresh cookies and milk! Thank you Houstonian!"
296,3.0,"I checked in for 10 days, but checked out after 2. My problem with the hotel was room size - particularly bathroom size. The bedroom was adequate. The bathroom ceiling is at about 6.5 feet. The door opens into the tiny bathroom which makes it necessary to close the door making it extremely claustrophobic.",306,"('en', 1)","I checked in for 10 days, but checked out after 2. My problem with the hotel was room size - particularly bathroom size. The bedroom was adequate. The bathroom ceiling is at about 6.5 feet. The door opens into the tiny bathroom which makes it necessary to close the door making it extremely claustrophobic."
297,2.0,The king size bed was the most uncomfortable bed I had slept in for decades. I honestly thought I was sleeping on a sheet of plywood.,133,"('en', 1)",The king size bed was the most uncomfortable bed I had slept in for decades. I honestly thought I was sleeping on a sheet of plywood.
298,4.0,"Nice hotel, secluded so that you don't feel like you're in the city but convenient for business great exercise facilities for working out. swimming and tennis.",159,"('en', 1)","Nice hotel, secluded so that you don't feel like you're in the city but convenient for business great exercise facilities for working out. swimming and tennis."
299,5.0,"Great resort facilities, several pools, including a lap pool and an enormous gym. Room was very comfortable. We went for the concierge package, which included complementary drinks, snacks and continental breakfast. Lovely.",222,"('en', 1)","Great resort facilities, several pools, including a lap pool and an enormous gym. Room was very comfortable. We went for the concierge package, which included complementary drinks, snacks and continental breakfast. Lovely."
300,5.0,"We stop at the Houstonian every year on our way to ski and my 2 teenage boys just love it. We love the location, the food and the workout facilities. My kids especially love the basketball court!",195,"('en', 1)","We stop at the Houstonian every year on our way to ski and my 2 teenage boys just love it. We love the location, the food and the workout facilities. My kids especially love the basketball court!"
301,4.0,Hotel is very nice. High end finishes. Friendly staff. Bed was comfortable. There was some noise both from other guests and maintenance of grounds. Amenities are exceptional. Food in restaurants was also very good.,214,"('en', 1)",Hotel is very nice. High end finishes. Friendly staff. Bed was comfortable. There was some noise both from other guests and maintenance of grounds. Amenities are exceptional. Food in restaurants was also very good.
302,5.0,"So relaxing and nice atmosphere. I took my pregnant girlfriend here as a last minute getaway in our hometown before her 3rd child arrived... we relaxed, rested, and enjoy the quite. The spa serices near by were on point...",222,"('en', 1)","So relaxing and nice atmosphere. I took my pregnant girlfriend here as a last minute getaway in our hometown before her 3rd child arrived... we relaxed, rested, and enjoy the quite. The spa serices near by were on point..."
303,5.0,"We have stayed at the Houstonian before and it's always top notch. Their holiday decor is amazing, and the staff is always so helpful.",134,"('en', 1)","We have stayed at the Houstonian before and it's always top notch. Their holiday decor is amazing, and the staff is always so helpful."
304,5.0,We were in Houston for a family event so several families were staying at the Houstonian. We took advantage of the bar for nightcaps and the large fireplace and comfy sitting area off the lobby for complimentary coffee and conversation.,236,"('en', 1)",We were in Houston for a family event so several families were staying at the Houstonian. We took advantage of the bar for nightcaps and the large fireplace and comfy sitting area off the lobby for complimentary coffee and conversation.
305,5.0,5 star accommodations as well as service. Even during the floods- they had staff to help us. We LOVED our time there,116,"('en', 1)",5 star accommodations as well as service. Even during the floods- they had staff to help us. We LOVED our time there
306,5.0,"My husband and I took a stacation here and it indeed is a five star from the amazing service to all the updated amenities, pools, gym everything was almost perfect. We chose this hotel after I verified that their shuttle went within 3 miles also viewing this on their website. Well time to take off and there was ' no shuttle ' available on Sunday after 6pm which I could not verify. That put a twist on things, we drove around the corner anyhow.",446,"('en', 1)","My husband and I took a stacation here and it indeed is a five star from the amazing service to all the updated amenities, pools, gym everything was almost perfect. We chose this hotel after I verified that their shuttle went within 3 miles also viewing this on their website. Well time to take off and there was ' no shuttle ' available on Sunday after 6pm which I could not verify. That put a twist on things, we drove around the corner anyhow."
307,5.0,We came in for wedding. The staff was exceptional. Loved the workout facility. Will definitely stay again next time we are in Houston.,134,"('en', 1)",We came in for wedding. The staff was exceptional. Loved the workout facility. Will definitely stay again next time we are in Houston.
308,5.0,"What a fabulous hotel and resort property . Incredible amenities made our family time relaxing and enjoyable, providing us with the perfect getaway escape and memories !!",170,"('en', 1)","What a fabulous hotel and resort property . Incredible amenities made our family time relaxing and enjoyable, providing us with the perfect getaway escape and memories !!"
309,5.0,"This is a beautiful hotel with great views and excellent amenities. The Spa staff are extremely friendly and helpful. The hotel front desk staff are not as friendly, yet they are professional. I would definitely recommend this hotel for a luxurious weekend getaway.",265,"('en', 1)","This is a beautiful hotel with great views and excellent amenities. The Spa staff are extremely friendly and helpful. The hotel front desk staff are not as friendly, yet they are professional. I would definitely recommend this hotel for a luxurious weekend getaway."
310,5.0,"The valets here are awesome. They greet you with a smile and a sense of urgency to help. They provide cold bottles of water each time you leave. While it may look like this hotel is off the beaten path, I assure you that it is easy to get to and really gets you out of the fray of the Galleria traffic without leaving the neighborhood.",335,"('en', 1)","The valets here are awesome. They greet you with a smile and a sense of urgency to help. They provide cold bottles of water each time you leave. While it may look like this hotel is off the beaten path, I assure you that it is easy to get to and really gets you out of the fray of the Galleria traffic without leaving the neighborhood."
311,5.0,Excellent hotel - service was beyond anything we have experienced. I would recommend this hotel to everyone looking for a place to stay in Houston. Location is tremendous and the surrounding area is beautiful!,209,"('en', 1)",Excellent hotel - service was beyond anything we have experienced. I would recommend this hotel to everyone looking for a place to stay in Houston. Location is tremendous and the surrounding area is beautiful!
312,5.0,"We can to town for a college football game and we a little nervous about the room size some complained about, but found it acceptable. The property is beautiful and the staff was a friendly and helpful as it gets. We will stay here again when we retuen to Houston.",264,"('en', 1)","We can to town for a college football game and we a little nervous about the room size some complained about, but found it acceptable. The property is beautiful and the staff was a friendly and helpful as it gets. We will stay here again when we retuen to Houston."
313,5.0,"It was like a resort in the middle of Houston. The spa, fitness center and pools were a nice touch that enabled us to stay here and be entertained at the same time. Very nice!",175,"('en', 1)","It was like a resort in the middle of Houston. The spa, fitness center and pools were a nice touch that enabled us to stay here and be entertained at the same time. Very nice!"
314,5.0,"Beautiful hotel at a great value! Amazed at what we paid for a room on the concierge floor that included free daily continental breakfast, early evening cocktails and hors d'oeuvres, and after dinner dessert buffet. The Olivette restaurant was spectacular - had dinner there both nights. Will definitely be my go-to hotel any time I'm in Houston!",346,"('en', 1)","Beautiful hotel at a great value! Amazed at what we paid for a room on the concierge floor that included free daily continental breakfast, early evening cocktails and hors d'oeuvres, and after dinner dessert buffet. The Olivette restaurant was spectacular - had dinner there both nights. Will definitely be my go-to hotel any time I'm in Houston!"
315,4.0,"My family and I like to vist spokane we went on priceline and found that this was the cheapest and it had a indoor pool and and gym We were very pleased the room is clean, smells clean with friendly people and pet friendly. If ur looking for a good night with comfy beds at a good price stay here!",297,"('en', 1)","My family and I like to vist spokane we went on priceline and found that this was the cheapest and it had a indoor pool and and gym We were very pleased the room is clean, smells clean with friendly people and pet friendly. If ur looking for a good night with comfy beds at a good price stay here!"
316,4.0,"I asked for a nonsmoking room and was pleased with the fact that it didn't seem like other people were smoking, so that's good. You get a 7 breakfast credit for the restaurant which was cool, although I think I prefer traditional continental breakfasts that are buffet style. The wifi was fast, so that was good. I didn't use the pool/hot tub/gym BUT it looked clean and ready to use. The staff was very friendly and helpful.",425,"('en', 1)","I asked for a nonsmoking room and was pleased with the fact that it didn't seem like other people were smoking, so that's good. You get a 7 breakfast credit for the restaurant which was cool, although I think I prefer traditional continental breakfasts that are buffet style. The wifi was fast, so that was good. I didn't use the pool/hot tub/gym BUT it looked clean and ready to use. The staff was very friendly and helpful."
317,5.0,"I always stay at this hotel when visiting my mother who lives in Madison, Me. Always very pleasant and cordial staff.",117,"('en', 1)","I always stay at this hotel when visiting my mother who lives in Madison, Me. Always very pleasant and cordial staff."
318,4.0,"Great service, comfortable hotel. Rug was wet in our room by the window. Otherwise, a super hotel - and a great breakfast!",122,"('en', 1)","Great service, comfortable hotel. Rug was wet in our room by the window. Otherwise, a super hotel - and a great breakfast!"
319,3.0,"We had 3 of us and they had no queen rooms available!! Beds were small! Breakfast was not included as written! Breakfast was a $14. Voucher and for only 2 people, not 3! So, we did not use it at all! Went elsewhere to eat! Also, when Maid service came in room to make beds and such ... They didn't leave fresh towels or new coffee packets!",339,"('en', 1)","We had 3 of us and they had no queen rooms available!! Beds were small! Breakfast was not included as written! Breakfast was a $14. Voucher and for only 2 people, not 3! So, we did not use it at all! Went elsewhere to eat! Also, when Maid service came in room to make beds and such ... They didn't leave fresh towels or new coffee packets!"
320,2.0,"If you need an elevator this is not the place to go. It is in a strange place. The breakfast was not at all to rave about. Muffins, scrambled eggs cold cereal, juice. We didn't use the pool, no time for that.",208,"('en', 1)","If you need an elevator this is not the place to go. It is in a strange place. The breakfast was not at all to rave about. Muffins, scrambled eggs cold cereal, juice. We didn't use the pool, no time for that."
321,2.0,I am a 75yr old Disabled Vet and had requested 2 bed room on first floor as I have walking disability from service. First thing get sent to 2nd floor King. Nobody even read reservation. Finally got a room in the Zoo section where doors had beware of cat signs posted on doors and hall stunk of cat urine. Did... More,316,"('en', 1)",I am a 75yr old Disabled Vet and had requested 2 bed room on first floor as I have walking disability from service. First thing get sent to 2nd floor King. Nobody even read reservation. Finally got a room in the Zoo section where doors had beware of cat signs posted on doors and hall stunk of cat urine. Did... More
322,5.0,"Hotel was very clean and staff very nice. Beds are only double instead of Queen which makes traveling with two teenage boys not easy. Ordered a cot but really no room to set up had to block bathroom. Great for a two person stay, also free breakfast was for only two people, so had to pay for kids.",297,"('en', 1)","Hotel was very clean and staff very nice. Beds are only double instead of Queen which makes traveling with two teenage boys not easy. Ordered a cot but really no room to set up had to block bathroom. Great for a two person stay, also free breakfast was for only two people, so had to pay for kids."
323,3.0,"Didn't feel overly safe as the doors from the parking lot are left unlocked. I know, I know, we are in Maine...but still. Clean and well equipped...only complaint was lack of outlets for charging. Very inaccessible. Perfect for a quick stay. Very pleasant desk clerk :)",269,"('en', 1)","Didn't feel overly safe as the doors from the parking lot are left unlocked. I know, I know, we are in Maine...but still. Clean and well equipped...only complaint was lack of outlets for charging. Very inaccessible. Perfect for a quick stay. Very pleasant desk clerk :)"
324,5.0,Free breakfast was great dinner not so much. I don't know why I thought sweet potato encrusted haddock sounded good. They also buried it in a white gravy. Gravy does not belong on fish.,185,"('en', 1)",Free breakfast was great dinner not so much. I don't know why I thought sweet potato encrusted haddock sounded good. They also buried it in a white gravy. Gravy does not belong on fish.
325,4.0,"The hotel was very clean, comfortable, and accommodating to the fact that we had a dog. However the restaurant that is attached to the hotel is what they use for the 'included breakfast', which has the poorest customer service and rudest employees I've encountered in a while.",276,"('en', 1)","The hotel was very clean, comfortable, and accommodating to the fact that we had a dog. However the restaurant that is attached to the hotel is what they use for the 'included breakfast', which has the poorest customer service and rudest employees I've encountered in a while."
326,4.0,"It's a decent hotel for the price. They provide a solid breakfast, and the rooms are really nice. The only problem is their wifi is spotty if you're in the back of the building.",177,"('en', 1)","It's a decent hotel for the price. They provide a solid breakfast, and the rooms are really nice. The only problem is their wifi is spotty if you're in the back of the building."
327,2.0,"Ok overall - we stayed one night with our dogs. We were limited in our choices because of this. Hotel could use updating. Was a little bit noisy in the halls, but overall ok. Did not eat on site but at Governor's across the street.",231,"('en', 1)","Ok overall - we stayed one night with our dogs. We were limited in our choices because of this. Hotel could use updating. Was a little bit noisy in the halls, but overall ok. Did not eat on site but at Governor's across the street."
328,4.0,"I just ran up to the middle of Maine for a one day business trip. All the people that I had interacted with were very nice, from the people at the hotel to the business staff and owner, and all the people at the various restaurants we ate at. This hotel is dog friendly which was the main reason for... More",307,"('en', 1)","I just ran up to the middle of Maine for a one day business trip. All the people that I had interacted with were very nice, from the people at the hotel to the business staff and owner, and all the people at the various restaurants we ate at. This hotel is dog friendly which was the main reason for... More"
329,4.0,"Rooms have been updated and are very nice.  Pool was a huge hit with our grandchildren but  needs an ""intensive"" cleaning.  They host birthday parties and it would be good if they posted times because it gets way too crazy to enjoy when that many kids are there.",262,"('en', 1)","Rooms have been updated and are very nice.  Pool was a huge hit with our grandchildren but  needs an ""intensive"" cleaning.  They host birthday parties and it would be good if they posted times because it gets way too crazy to enjoy when that many kids are there."
330,4.0,"It was very good, but the closet area was not even wide enough for the coat hangers, could not open and shut doors with hangers hanging up",138,"('en', 1)","It was very good, but the closet area was not even wide enough for the coat hangers, could not open and shut doors with hangers hanging up"
331,3.0,"A good value. Remodeling, room was very comfortable. Lots of food and shopping available within walking distance.Good option for children, has pool.",148,"('en', 1)","A good value. Remodeling, room was very comfortable. Lots of food and shopping available within walking distance.Good option for children, has pool."
332,4.0,"We booked a one night stay at the Best Western on a trip to Maine. The was located right at the exit off Route 95. The check inn staff were pleasant and informative. Our room was large, clean and comfortable. It included a refrigerator and microwave as well as a small coffee brewer with the fixings. Our room charge also... More",329,"('en', 1)","We booked a one night stay at the Best Western on a trip to Maine. The was located right at the exit off Route 95. The check inn staff were pleasant and informative. Our room was large, clean and comfortable. It included a refrigerator and microwave as well as a small coffee brewer with the fixings. Our room charge also... More"
